	tx_name	chr	strand	peak_start	peak_stop	max_peak_test	feature_start	feature_end	width	feature_type	gene_region_start	gene_region_end	cds_len	tx_width	gene_name	rep_gene	Description	max_peak_2	max_np_gene_2	max_non_peak_ratio_2	shared	max_np_gene_1	max_peak_1	max_non_peak_ratio_1	category_1	max_peak_scaled	max_read_tx_scaled	ratioPTx	MorePeaks	category_2	comparison	img_rank	pydeg_settings_label	pydeg_settings	peak_plot_link	gene_plot_link	indx	plot_link	miRNA_link
534	AT5G23535.1	5	+	7935445	7935446	7935445	7935316	7935546	231	5UTR	7935316	7937405	480	2089	AT5G23535	Yes	KOW domain-containing protein	27	6	4.5	Both Reps.	6	17	2.83333333333333	1	25.1930007934571	9.98109483718872	2.52407187832642	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	535	MF: 2 - conf: 0.95	0		nan	AT5G23535.1_0	No	No
535	AT4G25350.1	4	-	12963815	12963816	12963815	12963789	12964220	432	CDS	12962965	12966629	2238	3664	SHB1	Yes	EXS (ERD1/XPR1/SYG1) family protein	21	3	7.0	Both Reps.	4	17	4.25	1	21.8000001907349	8.67991971969605	2.51154398827761	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	536	MF: 2 - conf: 0.95	0		nan	AT4G25350.1_0	No	No
536	AT1G77680.1	1	-	29192823	29192825	29192824	29192797	29194923	2127	CDS	29191720	29196290	3168	4570	AT1G77680	Yes	Ribonuclease II/R family protein	37	28	1.32142857142857	Both Reps.	15	22	1.46666666666667	1	33.7670011520386	13.4519000053406	2.51020310429253	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	537	MF: 2 - conf: 0.95	0		nan	AT1G77680.1_0	No	No
537	AT2G18560.1	2	+	8059312	8059313	8059312	8059106	8059695	590	5UTR	8059106	8061073	1143	1967	AT2G18560	Yes	UDP-Glycosyltransferase superfamily protein	31	6	5.16666666666667	Both Reps.	7	48	6.85714285714286	1	45.5524997711182	18.226300239563	2.49927298312794	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	538	MF: 2 - conf: 0.95	0		nan	AT2G18560.1_0	No	No
538	AT5G06320.1	5	-	1930830	1930831	1930830	1930793	1931015	223	3UTR	1930793	1931782	696	989	NHL3	Yes	NDR1/HIN1-like 3	71	20	3.55	Both Reps.	24	122	5.08333333333333	1	111.372798919678	44.7007503509522	2.49151967350153	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	539	MF: 2 - conf: 0.95	0		nan	AT5G06320.1_0	No	Yes
539	AT1G48140.1	1	+	17783964	17783967	17783966	17783915	17784211	297	3UTR	17781988	17784211	270	2223	DPMS3	Yes	dolichol-phosphate mannosyltransferase-like protein	38	16	2.375	Both Reps.	13	22	1.69230769230769	1	34.3324995040894	13.8875498771668	2.47217830414689	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	540	MF: 2 - conf: 0.95	0		nan	AT1G48140.1_0	No	No
540	AT4G24810.2	4	-	12787188	12787191	12787190	12787164	12787317	154	CDS	12786488	12789740	1446	3252	AT4G24810	Yes	Protein kinase superfamily protein	458	172	2.66279069767442	Both Reps.	186	304	1.63440860215054	1	436.472503662109	177.065002441406	2.46504107330044	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	541	MF: 2 - conf: 0.95	0		nan	AT4G24810.2_0	No	No
541	AT3G52040.1	3	-	19304826	19304827	19304826	19304803	19304861	59	5UTR	19304170	19304861	273	691	AT3G52040	Yes	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	50	20	2.5	Both Reps.	18	57	3.16666666666667	1	61.5511512756348	25.1708498001099	2.44533465355493	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	542	MF: 2 - conf: 0.95	0		nan	AT3G52040.1_0	No	No
542	AT4G29860.1	4	-	14603726	14603728	14603727	14603701	14603807	107	CDS	14601698	14605810	1161	4112	EMB2757	Yes	Transducin/WD40 repeat-like superfamily protein	36	30	1.2	Both Reps.	14	41	2.92857142857143	1	44.2935009002686	18.2278003692627	2.42999703765464	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	543	MF: 2 - conf: 0.95	0		nan	AT4G29860.1_0	No	No
543	AT3G18380.2	3	-	6310835	6310836	6310835	6310719	6311001	283	3UTR	6310719	6313406	1050	2687	SHH2	Yes	DNA-BINDING TRANSCRIPTION FACTOR 2	71	8	8.875	Both Reps.	4	76	19.0	1	84.5186996459962	35.1509990692139	2.40444658427987	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	544	MF: 2 - conf: 0.95	0		nan	AT3G18380.2_0	No	Yes
544	AT4G03230.1	4	-	1420563	1420564	1420563	1420536	1420879	344	CDS	1419155	1423337	3033	4182	AT4G03230	Yes	G-type lectin S-receptor-like Serine/Threonine-kinase	19	8	2.375	Both Reps.	8	19	2.375	1	21.8366003036499	9.11316537857056	2.39615977506545	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	545	MF: 2 - conf: 0.95	0		nan	AT4G03230.1_0	No	No
545	AT5G50550.1	5	+	20578128	20578130	20578128	20578032	20578155	124	CDS	20576733	20579103	1152	2370	AT5G50550	Yes	Transducin/WD40 repeat-like superfamily protein	15	7	2.14285714285714	Both Reps.	11	30	2.72727272727273	1	25.9962005615235	10.8500351905823	2.39595541442003	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	546	MF: 2 - conf: 0.95	0		nan	AT5G50550.1_0	No	No
546	AT3G49990.1	3	-	18532359	18532360	18532359	18532301	18532491	191	3UTR	18532301	18534415	1509	2114	AT3G49990	Yes	Low temperature viability protein	70	30	2.33333333333333	Both Reps.	35	39	1.11428571428571	1	62.3530502319336	26.0402507781983	2.3944873174623	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	547	MF: 2 - conf: 0.95	0		nan	AT3G49990.1_0	No	No
547	AT4G33760.1	4	-	16191095	16191097	16191096	16191069	16191191	123	CDS	16189144	16193318	1995	4174	AT4G33760	Yes	tRNA synthetase class II (D, K and N) family protein	35	30	1.16666666666667	Both Reps.	29	39	1.3448275862069	1	42.5604000091553	17.7925996780396	2.39202819033158	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	548	MF: 2 - conf: 0.95	0		nan	AT4G33760.1_0	No	No
548	AT1G73950.1	1	-	27800406	27800410	27800409	27800383	27800462	80	CDS	27799696	27804680	1401	4984	AT1G73950	Yes	Transmembrane Fragile-X-F-associated protein	41	21	1.95238095238095	Both Reps.	20	58	2.9	1	57.0454483032227	23.868200302124	2.3900188359885	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	549	MF: 2 - conf: 0.95	0		nan	AT1G73950.1_0	No	No
549	AT4G08690.1	4	-	5551937	5551939	5551938	5551912	5552154	243	CDS	5551315	5553216	906	1901	AT4G08690	Yes	Sec14p-like phosphatidylinositol transfer family protein	88	13	6.76923076923077	Both Reps.	11	59	5.36363636363636	1	84.2079010009766	35.5838012695313	2.36646726871982	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	550	MF: 2 - conf: 0.95	0		nan	AT4G08690.1_0	No	No
550	AT1G20570.3	1	-	7122247	7122248	7122247	7122219	7122392	174	CDS	7121971	7126559	2958	4588	AT1G20570	Yes	Spc97 / Spc98 family of spindle pole body (SBP) component	29	4	7.25	Both Reps.	3	14	4.66666666666667	1	24.5727005004883	10.4143800735474	2.35949718821028	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	551	MF: 2 - conf: 0.95	0		nan	AT1G20570.3_0	No	No
551	AT3G02900.2	3	+	646384	646387	646386	646326	646422	97	CDS	645776	647684	507	1908	AT3G02900	Yes	Low-density receptor-like protein	103	76	1.35526315789474	Both Reps.	56	72	1.28571428571429	1	100.279750823974	42.5326499938965	2.35771227135776	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	552	MF: 2 - conf: 0.95	0		nan	AT3G02900.2_0	No	No
552	AT5G67640.1	5	-	26970615	26970617	26970616	26970549	26970668	120	5UTR	26969516	26970668	606	1152	AT5G67640	Yes	hypothetical protein	53	14	3.78571428571429	Both Reps.	5	17	3.4	1	39.8961505889893	16.9256496429444	2.35714146461849	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	553	MF: 2 - conf: 0.95	0		nan	AT5G67640.1_0	No	No
553	AT3G63150.1	3	-	23329653	23329656	23329655	23329629	23329779	151	CDS	23328916	23333078	1932	4162	MIRO2	Yes	MIRO-related GTP-ase 2	23	6	3.83333333333333	Both Reps.	4	18	4.5	1	23.5148000717163	9.98158502578737	2.35581824038627	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	554	MF: 2 - conf: 0.95	0		nan	AT3G63150.1_0	No	No
554	AT1G56145.2	1	-	21008889	21008891	21008890	21008864	21009387	524	CDS	21008149	21014018	3120	5869	AT1G56145	Yes	Leucine-rich repeat transmembrane protein kinase	47	25	1.88	Both Reps.	27	54	2.0	1	58.1032485961915	24.735650062561	2.34896792480641	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	555	MF: 2 - conf: 0.95	0		nan	AT1G56145.2_0	No	No
555	AT4G09670.1	4	-	6107231	6107232	6107231	6107112	6107381	270	3UTR	6107112	6109176	1089	2064	AT4G09670	Yes	Oxidoreductase family protein	40	28	1.42857142857143	Both Reps.	13	22	1.69230769230769	1	35.4635496139527	15.1897497177124	2.33470269576591	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	556	MF: 2 - conf: 0.95	0		nan	AT4G09670.1_0	No	No
556	AT1G77890.1	1	+	29295676	29295678	29295677	29295540	29296160	621	3UTR	29292075	29296160	1383	4085	AT1G77890	Yes	DNA-directed RNA polymerase II protein	31	30	1.03333333333333	Both Reps.	11	27	2.45454545454545	1	33.2929487228394	14.3222994804383	2.32455331410376	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	557	MF: 2 - conf: 0.95	0		nan	AT1G77890.1_0	No	No
557	AT1G71270.1	1	+	26869013	26869016	26869015	26868910	26869044	135	CDS	26863587	26870015	2124	6428	POK	Yes	Vps52 / Sac2 family	58	14	4.14285714285714	Both Reps.	11	68	6.18181818181818	1	72.4968528747559	31.2469491958618	2.32012579597233	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	558	MF: 2 - conf: 0.95	0		nan	AT1G71270.1_0	No	No
558	AT1G59700.1	1	+	21936392	21936393	21936392	21936278	21936458	181	5UTR	21936278	21938001	705	1723	GSTU16	Yes	glutathione S-transferase TAU 16	46	22	2.09090909090909	Both Reps.	6	38	6.33333333333333	1	48.1971511840821	20.8331003189087	2.31348913250022	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	559	MF: 2 - conf: 0.95	0		nan	AT1G59700.1_0	No	Yes
559	AT1G61250.1	1	+	22585930	22585932	22585930	22585752	22586034	283	5UTR	22585752	22588914	870	3162	SC3	Yes	secretory carrier 3	50	18	2.77777777777778	Both Reps.	13	53	4.07692307692308	1	59.2159996032715	25.606050491333	2.31257841279797	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	560	MF: 2 - conf: 0.95	0		nan	AT1G61250.1_0	No	No
560	AT5G17520.1	5	-	5772701	5772705	5772701	5772568	5772795	228	3UTR	5772568	5775417	1248	2849	RCP1	Yes	root cap 1 (RCP1)	34	18	1.88888888888889	Both Reps.	20	23	1.15	1	26.999249458313	11.7170000076294	2.30428005809787	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	561	MF: 2 - conf: 0.95	0		nan	AT5G17520.1_0	No	No
561	AT5G18940.1	5	+	6326426	6326429	6326428	6326291	6326455	165	CDS	6325534	6328354	1038	2820	AT5G18940	Yes	Mo25 family protein	22	17	1.29411764705882	Both Reps.	12	18	1.5	1	22.9492998123169	9.98205518722532	2.29905559344999	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	562	MF: 2 - conf: 0.95	0		nan	AT5G18940.1_0	No	No
562	AT5G02310.1	5	+	482723	482725	482724	482553	482942	390	3UTR	473868	482942	6021	9074	PRT6	Yes	proteolysis 6	44	13	3.38461538461538	Both Reps.	19	29	1.52631578947368	1	41.8120498657227	18.2268495559693	2.29398118074823	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	563	MF: 2 - conf: 0.95	0		nan	AT5G02310.1_0	No	No
563	AT3G23580.1	3	+	8462139	8462143	8462142	8462008	8462170	163	CDS	8459838	8462815	1026	2977	RNR2A	Yes	ribonucleotide reductase 2A	118	18	6.55555555555556	Both Reps.	10	80	8.0	1	113.432548522949	49.4752006530762	2.29271528009248	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	564	MF: 2 - conf: 0.95	0		nan	AT3G23580.1_0	No	No
564	AT2G23760.4	2	-	10110653	10110654	10110653	10110621	10111012	392	CDS	10107709	10113005	2040	5296	BLH4	Yes	BEL1-like homeodomain 4	67	15	4.46666666666667	Both Reps.	15	54	3.6	1	69.41335105896	30.3770999908447	2.28505522514922	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	565	MF: 2 - conf: 0.95	0		nan	AT2G23760.4_0	No	No
565	AT2G20050.1	2	-	8650142	8650143	8650142	8650117	8650273	157	CDS	8649434	8654819	3285	5385	AT2G20050	Yes	protein phosphatase 2C and cyclic nucleotide-binding/kinase domain-containing protein	92	24	3.83333333333333	Both Reps.	23	86	3.73913043478261	1	102.232501983643	45.1301498413086	2.26528168736695	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	566	MF: 2 - conf: 0.95	0		nan	AT2G20050.1_0	No	No
566	AT5G60160.1	5	-	24226865	24226866	24226865	24226784	24226914	131	5UTR	24223647	24226914	1434	3267	AT5G60160	Yes	Zn-dependent exopeptidases superfamily protein	22	17	1.29411764705882	Both Reps.	23	24	1.04347826086957	1	26.4519996643067	11.7155303955078	2.25785762755132	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	567	MF: 2 - conf: 0.95	0		nan	AT5G60160.1_0	No	Yes
567	AT1G79790.2	1	-	30017211	30017212	30017211	30017185	30017272	88	CDS	30016881	30018234	813	1353	FHY1	Yes	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	82	47	1.74468085106383	Both Reps.	65	83	1.27692307692308	1	94.8257980346679	42.0945510864258	2.25268581294472	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	568	MF: 2 - conf: 0.95	0		nan	AT1G79790.2_0	No	No
568	AT3G01850.1	3	-	301144	301147	301146	301119	301225	107	CDS	299949	302277	678	2328	AT3G01850	Yes	Aldolase-type TIM barrel family protein	61	23	2.65217391304348	Both Reps.	29	78	2.68965517241379	1	80.03125	35.5876502990723	2.2488489497742	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	569	MF: 2 - conf: 0.95	0		nan	AT3G01850.1_0	No	No
569	AT1G74410.1	1	+	27967700	27967701	27967700	27967682	27967926	245	3UTR	27965534	27967926	672	2392	AT1G74410	Yes	RING/U-box superfamily protein	29	22	1.31818181818182	Both Reps.	19	22	1.15789473684211	1	29.2430009841919	13.0210847854614	2.24581910539765	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	570	MF: 2 - conf: 0.95	0		nan	AT1G74410.1_0	No	No
570	AT5G58510.1	5	-	23649026	23649028	23649027	23649000	23649177	178	CDS	23648094	23654622	2892	6528	AT5G58510	Yes	Rab3 GTPase-activating protein catalytic protein	56	26	2.15384615384615	Both Reps.	27	45	1.66666666666667	1	57.9387493133545	26.0392503738404	2.22505442674191	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	571	MF: 2 - conf: 0.95	0		nan	AT5G58510.1_0	No	No
571	AT2G41720.1	2	-	17404901	17404905	17404904	17404877	17404982	106	CDS	17403645	17407325	2469	3680	EMB2654	Yes	Tetratricopeptide repeat (TPR)-like superfamily protein	25	20	1.25	Both Reps.	26	82	3.15384615384615	1	62.0082511901856	28.2084503173828	2.19821544581534	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	572	MF: 2 - conf: 0.95	0		nan	AT2G41720.1_0	No	No
572	AT3G26850.1	3	-	9896362	9896364	9896363	9896231	9896540	310	3UTR	9896231	9898006	798	1775	AT3G26850	Yes	histone-lysine N-methyltransferase	32	9	3.55555555555556	Both Reps.	8	26	3.25	1	33.2746496200562	15.1892499923707	2.1906710098767	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	573	MF: 2 - conf: 0.95	0		nan	AT3G26850.1_0	No	No
573	AT3G48540.1	3	-	17990003	17990004	17990003	17989974	17990075	102	CDS	17989798	17992039	699	2241	AT3G48540	Yes	Cytidine/deoxycytidylate deaminase family protein	31	4	7.75	Both Reps.	15	22	1.46666666666667	1	30.3739995956421	13.8880996704102	2.18705224735365	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	574	MF: 2 - conf: 0.95	0		nan	AT3G48540.1_0	No	No
574	AT1G18270.3	1	-	6284158	6284160	6284159	6284132	6284239	108	CDS	6283414	6293871	4182	10457	AT1G18270	Yes	ketose-bisphosphate aldolase class-II family protein	137	33	4.15151515151515	Both Reps.	30	104	3.46666666666667	1	138.187999725342	63.7926998138428	2.16620397206258	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	575	MF: 2 - conf: 0.95	0		nan	AT1G18270.3_0	No	No
575	AT1G30545.2	1	-	10819561	10819562	10819561	10819495	10819736	242	3UTR	10819495	10822055	702	2560	AT1G30545	Yes	S-adenosyl-L-methionine-dependent methyltransferase superfamily protein	36	7	5.14285714285714	Both Reps.	4	15	3.75	1	29.1150007247925	13.4528999328613	2.16421744531626	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	576	MF: 2 - conf: 0.95	0		nan	AT1G30545.2_0	No	No
576	AT5G03740.1	5	+	981877	981880	981877	981859	981993	135	5UTR	981859	984289	885	2430	HD2C	Yes	histone deacetylase 2C	33	17	1.94117647058824	Both Reps.	11	32	2.90909090909091	1	37.3428993225098	17.3593997955323	2.15116304494126	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	577	MF: 2 - conf: 0.95	0		nan	AT5G03740.1_0	No	No
577	AT5G42990.1	5	-	17244146	17244147	17244146	17243987	17244205	219	3UTR	17243987	17245988	486	2001	UBC18	Yes	ubiquitin-conjugating enzyme 18	34	10	3.4	Both Reps.	7	23	3.28571428571429	1	32.654299736023	15.1877994537354	2.15003495638019	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	578	MF: 2 - conf: 0.95	0		nan	AT5G42990.1_0	No	No
578	AT5G39530.1	5	-	15826833	15826835	15826834	15826808	15826957	150	CDS	15826017	15828035	720	2018	AT5G39530	Yes	hypothetical protein (DUF1997)	93	73	1.27397260273973	Both Reps.	63	68	1.07936507936508	1	92.2896003723144	42.9610500335694	2.14821565814151	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	579	MF: 2 - conf: 0.95	0		nan	AT5G39530.1_0	No	No
579	AT2G35795.1	2	+	15042227	15042228	15042227	15042175	15042320	146	5UTR	15042175	15043575	339	1400	AT2G35795	Yes	Chaperone DnaJ-domain superfamily protein	87	40	2.175	Both Reps.	70	86	1.22857142857143	1	99.4048995971682	46.4385986328125	2.14056630741934	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	580	MF: 2 - conf: 0.95	0		nan	AT2G35795.1_0	No	No
580	AT4G31390.1	4	+	15236400	15236404	15236403	15236362	15236431	70	CDS	15233042	15237193	2049	4151	ACDO1	Yes	Protein kinase superfamily protein	780	45	17.3333333333333	Both Reps.	40	572	14.3	1	775.0205078125	363.235000610352	2.13366142169729	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	581	MF: 2 - conf: 0.95	0		nan	AT4G31390.1_0	No	No
581	AT5G55620.1	5	+	22530204	22530205	22530204	22530007	22530372	366	5UTR	22530007	22530987	306	980	AT5G55620	Yes	hypothetical protein	40	12	3.33333333333333	Both Reps.	16	45	2.8125	1	48.8906993865967	23.0017499923706	2.12552085831787	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	582	MF: 2 - conf: 0.95	0		nan	AT5G55620.1_0	No	No
582	AT5G27990.1	5	+	10017036	10017037	10017036	10017028	10017145	118	5UTR	10016662	10018441	555	1779	AT5G27990	Yes	Pre-rRNA-processing protein TSR2, conserved region	15	11	1.36363636363636	Both Reps.	10	28	2.8	1	24.8286495208741	11.7189049720764	2.11868340771047	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	583	MF: 2 - conf: 0.95	0		nan	AT5G27990.1_0	No	No
583	AT2G19390.1	2	-	8389659	8389660	8389659	8389610	8390135	526	3UTR	8389610	8397939	3636	8329	AT2G19390	Yes	serine/arginine repetitive matrix protein	15	8	1.875	Both Reps.	7	20	2.85714285714286	1	20.158299446106	9.54688024520873	2.11150647419326	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	584	MF: 2 - conf: 0.95	0		nan	AT2G19390.1_0	No	No
584	AT3G01060.1	3	-	18825	18826	18825	18783	18909	127	5UTR	16631	18909	1368	2278	AT3G01060	Yes	lysine-tRNA ligase	38	9	4.22222222222222	Both Reps.	14	16	1.14285714285714	1	30.8297491073609	14.7545499801636	2.08950792459338	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	585	MF: 2 - conf: 0.95	0		nan	AT3G01060.1_0	No	No
585	AT1G10590.1	1	-	3503432	3503436	3503435	3503374	3503544	171	5UTR	3501988	3503544	420	1556	AT1G10590	No	Nucleic acid-binding, OB-fold-like protein	320	89	3.59550561797753	Both Reps.	50	200	4.0	1	297.71900177002	142.777000427246	2.08520280492744	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	586	MF: 2 - conf: 0.95	0		nan	AT1G10590.1_0	No	No
586	AT2G31060.3	2	-	13213239	13213240	13213239	13213100	13213495	396	3UTR	13213100	13218724	2016	5624	EMB2785	Yes	elongation factor family protein	17	9	1.88888888888889	Both Reps.	5	16	3.2	1	18.9541997909546	9.11364984512329	2.0797594940623	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	587	MF: 2 - conf: 0.95	0		nan	AT2G31060.3_0	No	No
587	AT1G77320.3	1	+	29062028	29062030	29062029	29061856	29062058	203	CDS	29056510	29062978	3006	6468	MEI1	Yes	transcription coactivator	34	5	6.8	Both Reps.	5	21	4.2	1	31.4867000579834	15.1887497901917	2.07302776679595	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	588	MF: 2 - conf: 0.95	0		nan	AT1G77320.3_0	No	No
588	AT2G18050.1	2	+	7846054	7846055	7846054	7845999	7846094	96	5UTR	7845999	7847031	504	1032	HIS1-3	Yes	histone H1-3	24	6	4.0	Both Reps.	5	26	5.2	1	28.7505998611451	13.8866000175477	2.07038438673359	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	589	MF: 2 - conf: 0.95	0		nan	AT2G18050.1_0	No	Yes
589	AT3G06440.1	3	-	1972868	1972871	1972870	1972622	1972912	291	3UTR	1972622	1975760	1860	3138	AT3G06440	Yes	Galactosyltransferase family protein	20	14	1.42857142857143	Both Reps.	7	16	2.28571428571429	1	20.6506996154785	9.98158502578737	2.06887979836143	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	590	MF: 2 - conf: 0.95	0		nan	AT3G06440.1_0	No	No
590	AT5G42620.2	5	+	17066340	17066344	17066343	17066278	17066629	352	5UTR	17066278	17071963	2670	5685	AT5G42620	Yes	metalloendopeptidase / zinc ion binding protein	141	57	2.47368421052632	Both Reps.	31	66	2.12903225806452	1	118.266048431396	57.2833499908447	2.06457982031949	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	591	MF: 2 - conf: 0.95	0		nan	AT5G42620.2_0	No	Yes
591	AT1G53760.1	1	-	20069622	20069623	20069622	20069595	20069666	72	CDS	20068965	20071171	819	2206	AT1G53760	Yes	K+-H+ exchange-like protein	19	6	3.16666666666667	Both Reps.	8	23	2.875	1	24.1717500686646	11.7189049720764	2.06262872907157	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	592	MF: 2 - conf: 0.95	0		nan	AT1G53760.1_0	No	No
592	AT2G34900.1	2	-	14723643	14723645	14723644	14723616	14723766	151	CDS	14723013	14725684	1161	2671	IMB1	Yes	Transcription factor GTE6	70	20	3.5	Both Reps.	9	53	5.88888888888889	1	70.5261001586914	34.2849998474121	2.05705411907753	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	593	MF: 2 - conf: 0.95	0		nan	AT2G34900.1_0	No	No
593	AT4G25280.1	4	-	12939456	12939457	12939456	12939430	12939537	108	CDS	12938956	12941207	780	2251	AT4G25280	Yes	P-loop containing nucleoside triphosphate hydrolases superfamily protein	69	22	3.13636363636364	Both Reps.	12	44	3.66666666666667	1	64.7064990997315	31.6796998977661	2.04252247680838	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	594	MF: 2 - conf: 0.95	0		nan	AT4G25280.1_0	No	Yes
594	AT3G19150.1	3	-	6616426	6616427	6616426	6616330	6616627	298	3UTR	6616330	6617951	591	1621	KRP6	Yes	KIP-related protein 6	24	3	8.0	Both Reps.	3	16	5.33333333333333	1	22.9126996994019	11.2822947502136	2.03085455633642	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	595	MF: 2 - conf: 0.95	0		nan	AT3G19150.1_0	No	No
595	AT2G39890.1	2	+	16658127	16658129	16658128	16657825	16658202	378	CDS	16655577	16658412	1329	2835	PROT1	Yes	proline transporter 1	14	8	1.75	Both Reps.	8	15	1.875	1	16.6739001274109	8.24570512771606	2.02213150593578	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	596	MF: 2 - conf: 0.95	0		nan	AT2G39890.1_0	No	No
596	AT2G40600.1	2	-	16947629	16947630	16947629	16947603	16947698	96	CDS	16946824	16948712	774	1888	AT2G40600	Yes	appr-1-p processing enzyme family protein	32	27	1.18518518518519	Both Reps.	16	23	1.4375	1	31.5232992172242	15.6224999427796	2.01781400753301	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	597	MF: 2 - conf: 0.95	0		nan	AT2G40600.1_0	No	Yes
597	AT3G02790.1	3	+	604844	604846	604845	604785	604925	141	5UTR	604785	605496	318	711	AT3G02790	Yes	zinc finger (C2H2 type) family protein	37	17	2.17647058823529	Both Reps.	19	36	1.89473684210526	1	41.9400501251221	20.8306493759155	2.01338178989337	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	598	MF: 2 - conf: 0.95	0		nan	AT3G02790.1_0	No	No
598	AT2G43400.1	2	+	18025163	18025167	18025166	18025042	18025292	251	3UTR	18021109	18025292	1902	4183	ETFQO	Yes	electron-transfer flavoprotein:ubiquinone oxidoreductase	20	11	1.81818181818182	Both Reps.	14	21	1.5	1	23.5696496963501	11.7164998054505	2.01166304679027	Yes	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	599	MF: 2 - conf: 0.95	0		nan	AT2G43400.1_0	No	Yes
599	AT2G31390.1	2	-	13383523	13383525	13383524	13383423	13383634	212	3UTR	13383423	13386392	978	2969	AT2G31390	Yes	pfkB-like carbohydrate kinase family protein	23	10	2.3	Both Reps.	7	24	3.42857142857143	1	27.0174999237061	13.4524002075195	2.00837765059978	No	A	SRR3945024-SRR103220401_and_SRR3945025-SRR103220402	600	MF: 2 - conf: 0.95	0		nan	AT2G31390.1_0	No	Yes
